iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:00:02,0100
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:00:12,0102
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:00:22,0102
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:00:32,0100
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:00:42,00f8
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:00:52,0104
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:01:02,0104
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:01:12,00f0
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:01:22,00f4
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:01:32,00e0
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:01:42,00e0
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:01:52,00e6
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:02:02,00e0
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:02:12,0104
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:02:22,0104
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:02:32,0107
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:02:42,0105
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:02:52,0105
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:03:02,0105
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:03:12,0107
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:03:22,0104
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:03:32,0104
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:03:42,0105
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:03:52,0100
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:04:02,00ee
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:04:12,00e2
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:04:22,0105
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:04:32,0105
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:04:42,0105
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:04:52,0102
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:05:02,0109
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:05:12,0102
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:05:22,0105
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:05:32,0105
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:05:42,00ea
iHouse_sspf_gateway,000E7BEB7B10000d01,Sunshine,2015-04-26 00:05:52,0105
